commenttext,classification
the whol column definit,0
form set,0
nul column of result set,0
todo,0
remov for the sqlbookmark plugin,0
i n dumpapplicationcommand er sessiondumper dump sess,0
op,0
dump sess,0
er,0
redirect the esc key to cancel button,0
start with illeg numb of row match quer,0
reason for thi cod mail to rob by gerd on the problem ar method lik basesqlentrypanel getboundsofsqltobeexecut basesqlentrypanel movecarettoprevioussqlbegin they rel on the lin break be a singl char also i suppo som of our cod gen script funct do the sam at least i 'm prett sur if r n would be preserv they could produc a mixt of n and r n,0
i thought thi prev gc it doe not but if two sess ar op and on is clos the on left op loo key bind for exampl the arrow navig key getkeymap removebind,0
info,0
i n dumpapplicationcommand er combiningtempfileser combin temp fil into dump fil,0
if ther wa a problem with convert then just fal through and continu a if ther wa no default giv in the db otherw us the convert object,0
todo,0
find the entr in coldef match thi column,0
exampl alt tabl kvpo ad constraint kv kvpo foreign key kvid kv kvid ref expect kv wil not be mark with the condit abov beca errinf endpo absoluteposit len is nev tru,0
get the valu from the control and set them in the stat propert,0
nil out the tim so that it can be gc 'd,0
end of construct for in class,0
gui compon nee to be her beca they nee to be access from the ev handl to alt each oth 's stat,0
pref from the last sess,0
reg tab to display in the detail panel for tabl nod,0
load propert and fil miss entr with the glob pref,0
glob pref,0
info,0
with an hang sessionl a sess nver get garb collect,0
"""""",0
to chang bod of impl method us fil set fil templ,0
todo,0
non javadoc see net sourceforg squirrel sql fw sql idatabaseobjectinfo getqualifiednam,0
protect act createact act javaact new act new netbeansduplicatelineact return textact augmentl sup createact javaact,0
i n stringfunctionstab titlest funct,0
end el,0
ialiasesl al getaliaseslistinternalfram getaliasesl,0
backup fil,0
ad nul a clob,0
mockdatabasemetadat,0
regress for harmon,0
regress for harmon,0
todo,0
tok id,0
get lin at a tim,0
we do not yet hav the nee to discrimin by vert,0
mess,0
wheth nul ar allow or not,0
spec handl of op whil edit thi dat typ,0
todo,0
noi n,0
regress for harmon,0
determin the numb of lin to draw in the foreground,0
tabl of which we ar part nee for cre popup dialog,0
for string a blank field is allow so onl switch to nul when ther is noth left in the field and us doe delet,0
propert set by the us,0
noth found,0
info,0
glob misc,0
"""""",0
gridlayout mak eq cel,0
we do not yet hav the nee to discrimin by vert,0
isessionl interfac method,0
not temporar ev nee to be includ in cas a modl dialog op,0
todo,0
dat typ keyword num id,0
i n graph invalidwidthinvalid wid,0
combo box for read allread part of blob,0
thi is a tool window,0
handl mou ev for doubl click cre of popup dialog thi hap onl in the jtextfield not the jtextare so we can mak thi an in class within thi method rath than a sep in class a is don with the keytexthandl class,0
regress for harmon,0
artifactnam typ inst \? installupdateremov,0
first we hav the method for in cel and text tabl op,0
the onl thing that would prev u from edit a string in the popup is if that string ha been trunt when read from the db thu be abl to edit the string is the sam a not nee to re read the dat,0
todo,0
paint the background,0
reg the default button if avail,0
upd siz when numb of digit in the lin numb chang,0
i n keywordstab titlekeyword,0
we do not yet hav the nee to discrimin by vert,0
i n sessionstartuptimehintdlg closeclo,0
to chang bod of impl method us fil set fil templ,0
list on windowclo and redirect it to cancel button,0
not tab and newlin ar allow in string field ev though they ar unusu,0
thi column is limit so trunt the dat,0
oth keyword num id,0
nam of the column,0
sess pref,0
tok categor id,0
we can not us thi dat in the wher cla if it ha been trunt sint be trunt is the sam a nee to re read onl us thi in the wher cla if we do not nee to re read,0
reg the cancel button help if avail,0
i n sqlbookmark scriptscript,0
rest of the keyword,0
void typ keyword num id,0
check for us delet last thing in field,0
see sqlsettingsiniti to find out how font ar handl in the netb edit textare setfont font,0
get the typ of artifact,0
incomplet tok,0
ask the datatyp object if the two valu ar the sam,0
void typ,0
vis gui,0
noi n,0
num id for tok id,0
i n sqlpreferencespanel largescriptstmtcountlarg script stat count,0
read map with us,0
i n orac sequencedetailsdetail,0
expect,0
label,0
tok categor,0
jdk vararg 's,0
priv fin isess sess,0
checkbox for limitno limit on dat read dur init tabl load,0
at thi point the us input ha been valid and both the new and old valu ar object of the appropr dat typ eith or both of newvalu and oldvalu may be nul,0
pref from the last sess,0
if ther is no upd model then we can not upd any should nev hap just be saf her,0
i n datatypest typecharch varch longvarch sql typ,0
load propert and fil miss entr with the glob pref,0
can not edit the rowid column if pres,0
cas sqltokencontext annot id jdk annot return new col nul new col nul,0
sess sess,0
iobjecttreeap ap sess getobjecttreeap thi,0
"""""",0
no upd don to underl dat,0
orac sql,0
find the next nam in the text,0
first look to see if they ar id object e g both nul,0
no upd don to underl dat,0
"""""",0
noth to do,0
quest,0
tooltip and quest,0
non javadoc see net sourceforg squirrel sql cli util ioptionpanel gettitl,0
i n preferencespanel procedureseparatorlabelprocedurefunct sep,0
noth to do,0
hasht autocorrect plugin getautocorrectproviderimpl getautocorrect javaabbrevmap put autocorrect,0
thi stop the text control from lin wrap,0
sess pref,0
display mod,0
display mod,0
print set,0
non javadoc see net sourceforg squirrel sql cli sess isqlentrypanel setundom javax swing undo undom,0
glob ref,0
cre the dialog with giv cont,0
cre the fil,0
see isqlentrypanel getcaretlinenumb,0
dat typ,0
print for col wil be gray,0
we do abrev ourself in the documentl in netbeanssqlentrypanel we do not us the netb impl mainl beca it is cas sensit if we com across a perform problem on day we can stil tri to us thi,0
the cur jtabl that we ar work with thi is us onl to see when the us mov to a diff jtabl so we know when to clear the hashmap of datatypeobject,0
noi n,0
for conven cast the object to blobdescrib,0
imainpaneltab getmaintabbedpanepanel isess sess,0
dialog is shown onl when it is writ to,0
vary for thi linenumb compon,0
"""""",0
label panel contain the vert for the upd at top of dialog,0
map of ex datatyp object for each column the key is the columndisplaydefinit object and the valu is the datatypeobject for that column 's dat typ,0
linenumb height abend when i us max valu,0
i n helpviewerwindow er loadchangelogfileer retriev chang log fil url for,0
todo,0
the follow is us in both cel and popup op,0
blob can not be us in wher cla,0
opt for glob popup menu,0
sess getsqlpanelap plugin,0
i n createdriveract er loaddefaultdr,0
label,0
init us list,0
tooltip and quest,0
tabl dat object,0
opt column increa,0
quest,0
thi is the act command that col the stuff col stuff with the describ of the styl match to the hash tabl that ha been set up ahead of tim,0
handl of connect serv,0
userm of jaybird,0
noi n,0
forev,0
aft the lex ha been set up scroll the read so that it is in the correct spot a wel,0
onl if the text did reall chang nul re chang interv must be adjust if the text did not chang ther is noth to adjust,0
col maroon,0
i n windowm errorselectingwindower select window,0
"""""",0
log for thi class priv fin stat ilog log loggercontrol createlog preferencespanel class,0
sint the previou entr might hav chang the col we nee to reset the col back to default valu for tabl cel tak into account wheth the cel is select or not,0
the interv is involv ev if po lie on point bef or aft the interv thi way for exampl we get select out of com col when the first is remov,0
record the colorstartpo of the last bit of text that we col,0
we wil highlight tok until we reach a good stop plac the first obviou stop plac is the end of the docu the lex wil return nul at the end of the docu and wee nee to stop ther,0
us check,0
synchron doclock,0
"""""",0
handl cas of nul the process is diff when nul ar allow and when they ar not,0
control,0
iobjecttreeap ap m sess getobjecttreeap m plugin,0
cre the new docu,0
check that the text is a valid repres,0
sint we did some we should check that ther is noth el to do bef go back to sleep,0
iobjecttreeap ap m sess getobjecttreeap m plugin,0
though in ap doc they say setcharacterattribut is thread sav we receiv observ jav lang er from swing a wel a dead lock that 's whi we do chang synchron now,0
